33644905	[obsolete] covid-19;cough;fever;infections;pain;respiratory distress syndrome
35358238	[obsolete] covid-19;acquired immunodeficiency syndrome;acute kidney injury;anemia;arrhythmias, cardiac;arthralgia;cardiovascular diseases;coma;cough;creatinine;critical illness;death;dexamethasone;diabetes mellitus;dyspnea;fever;headache;heart diseases;hiv infections;hypertension;immunologic deficiency syndromes;infections;lactic acid;leukocytosis;lung diseases;metabolism, inborn errors;multiple organ failure;myalgia;myocardial infarction;neoplasms;nervous system diseases;nitrogen;obesity;oxygen;pain;pulmonary embolism;renal insufficiency, chronic;respiratory distress syndrome;respiratory tract infections;sepsis;signs and symptoms, respiratory;thrombosis;urea;venous thromboembolism;venous thrombosis
34846280	[obsolete] covid-19;death;infections;pneumonia
33713112	[obsolete] covid-19;colorectal neoplasms
34762561	[obsolete] covid-19;antiviral agents;death
32389999	[obsolete] covid-19;adjustment disorders;anxiety;cardiovascular diseases;chest pain;communicable diseases;coronavirus infections;death;drug hypersensitivity;fatigue;fever;headache disorders, secondary;hydrocortisone;hypesthesia;infections;inflammation;intellectual disability;kidney diseases;lactic acid;mental disorders;obsessive-compulsive disorder;pain;paranoid disorders;pneumonia, viral;psychological distress;psychoses, substance-induced;psychotic disorders;sleep deprivation;sleep initiation and maintenance disorders;sleep wake disorders;stress disorders, post-traumatic;stress disorders, traumatic;wounds and injuries
34867122	[obsolete] covid-19;adjustment disorders;anxiety;chronic disease;communicable diseases;coronavirus infections;death;epilepsy;infections;mental disorders;ocular motility disorders;psychological trauma;schizophrenia;severe acute respiratory syndrome;sleep wake disorders;stress disorders, post-traumatic
34161389	[obsolete] covid-19;adjustment disorders;aicardi syndrome;anxiety;arbovirus infections;arthritis;bipolar disorder;chronic disease;cognition disorders;communicable diseases;coronavirus infections;death;diabetes mellitus;hearing loss;heart diseases;hypertension;infections;neoplasms;oculocerebrorenal syndrome;psychological distress;renal insufficiency, chronic;respiratory tract diseases;schizophrenia;stroke;water
35584232	[obsolete] covid-19;water
32476305	[obsolete] covid-19;anxiety;bronchitis;coinfection;communicable diseases;coronavirus infections;death;diarrhea;hepatitis b;infections;meningitis;pneumococcal infections;pneumonia;pneumonia, viral;pregnancy complications, infectious;respiratory tract diseases;respiratory tract infections;severe acute respiratory syndrome
34371224	[obsolete] covid-19;apnea;colorectal neoplasms;communicable diseases;dizziness;head and neck neoplasms;hearing loss;infections;malocclusion;mouth diseases;mucositis;neoplasms;pharyngeal diseases;rhinitis
33167115	[obsolete] covid-19;anxiety;death;infections;substance-related disorders
34903197	[obsolete] covid-19;adjustment disorders;anxiety;mental disorders;seizures
35283488	[obsolete] covid-19
34145087	[obsolete] covid-19;ocular hypertension;respiratory tract infections
34465068	[obsolete] covid-19;adjustment disorders;aneurysm;anxiety;cerebral infarction;chlorhexidine;coronavirus infections;death;ethanol;fever;hypertension;infections;pneumonia;respiratory tract diseases;signs and symptoms, respiratory;sleep initiation and maintenance disorders;sodium hypochlorite;stroke
32294667	[obsolete] covid-19;acetaminophen;cognition disorders;coronavirus infections;cough;infections;pneumonia, viral;signs and symptoms, respiratory
35267053	[obsolete] covid-19;adjustment disorders;anxiety;coronavirus infections;death;diabetes mellitus;feeding and eating disorders;heart diseases;infections;mental disorders;mood disorders;myoclonus;pain;paranoid disorders;psychological distress;psychoses, substance-induced;psychotic disorders;respiratory distress syndrome;schizophrenia;stress disorders, post-traumatic
33814022	[obsolete] covid-19;asymptomatic infections;coinfection;death;infections
34545952	[obsolete] covid-19;leukemia, lymphocytic, chronic, b-cell;neoplasms
33692744	[obsolete] covid-19;ageusia;alcohols;aspirin;brain edema;brain injuries;brain ischemia;cerebral infarction;cerebrovascular disorders;coronavirus infections;death;diabetes mellitus;enoxaparin;hemorrhage;hypertension;hypoxia;infarction;infections;metformin;myocardial infarction;myotonic dystrophy;nervous system diseases;pneumonia;stroke;thromboembolism;thrombosis;venous thromboembolism
32499903	[obsolete] covid-19;infections;pain
33864328	[obsolete] covid-19;anxiety
34890441	[obsolete] covid-19;abdominal pain;ageusia;cardiovascular diseases;coronavirus infections;cough;critical illness;death;diabetes mellitus;diarrhea;dyspnea;end stage liver disease;fatigue;fever;headache;headache disorders, secondary;hypertension;hypotension;immunologic deficiency syndromes;infections;lung diseases;lung injury;myalgia;nausea;nervous system diseases;nylons;obesity;olfaction disorders;pharyngeal diseases;renal insufficiency, chronic;respiratory tract diseases;respiratory tract infections;signs and symptoms, digestive;taste disorders;vomiting
