32911311	brain mri;critical illness;imaging finding;immune response;infection neurologic complication;loss of taste;neurologic complication;neurological symptom;various finding
34061905	% divergence filter;accumulation of genetic change;adaptive change;additional potent factor;association index metric;author summary;base composition;consequent extensive fixation;copying error;current study;defence mechanism;dependence of site;disease virus;divergence filter;diverse range of mammalian rna virus;evolution of rna virus;extensive fixation;extensive homoplasy of this transition;generation time;genetic change;genome scale rna secondary structure;genome sequence;homoplasy of this transition;index metric;longer-term evolution;mammalian rna virus;mouth disease virus;mutational activity;mutational process;potent driver;potent factor;potential association;presence of genome scale rna secondary structure;range of mammalian rna virus;rapid accumulation of genetic change;rapid evolution of rna virus;region sequence;retrovirus genome sequence;rna replication;rna secondary structure;rna structure dependence of site;rna virus;scale rna secondary structure;secondary structure;sequence diversification;sequence variability of structured virus;sequence variability of these rna virus;short generation time;short period;structural parameter;structure dependence of site;structured genome;structured virus;transcriptional mutation;u change;u mutation;u mutational process;u substitution;u transition;u transition bias;u upstream context;uninformative site;upstream context;variability of structured virus;variability of these rna virus;variable analysis;veterinary rna virus;viral rna;virus genome
34898715	access to health service;dimension of integration;health service;integration process;language barrier;negative experience;notion of integration;objective of this research;qualitative study;security dimension of integration;semi-structured interview;significant challenge;turkish society;unprecedented way;work life
34910338	antibody concentration;healthy hospital worker;hospital worker;spike protein;time course
32292259	china joint mission;chinese medicine;content of guidance;external technique of traditional chinese medicine;global fight;health organization;joint mission;main content of guidance;particular power;second edition;situation of global fight;technique of traditional chinese medicine;traditional chinese medicine;understanding of guidance;world health organization
35519622	accessory protein;antibody validation;effect of the non-structural protein;efficient manner;envelope protein;functional characterization;future epidemic;inhibitory effect;inhibitory effect of the non-structural protein;n protein;non-structural protein;ongoing pandemic;protein synthesis;rapid response;rapid response mechanism;rapid response system;scientific world;structural protein;viral pathogen;viral protein
35013628	atypical cardiovascular reading;brightness of the screen;cardiovascular reading;color of the font of the cardiovascular reading;continuing battle;design of medical equipment;digital font;efficiency of atypical cardiovascular reading;experimental result;experimental study;extent of the impact;eye wear;fogged eye wear;fogged goggle;font color;font of the cardiovascular reading;green font;green font color;interface design of medical equipment;interface of electrocardiogram;long hour;long period;long period of time;medical equipment;medical staff;medical worker;period of time;personal protective equipment;possible transmission of the virus;protective equipment;protective eye wear;protective eyewear;protective goggle;recognition efficiency of atypical cardiovascular reading;recognition of digital font;recognition speed;research study;response time;safety glass;screen brightness;significant correlation;significant impact;substantial impact;target recognition of digital font;transmission of the virus;use of green font;v-shaped trend
33073247	cardiovascular ultrasound;front line;graphical abstract
33782759	african american;african americans;chart review;clinic visit;clinical characteristic;clinical difference;employment status;general population;health resource;in-person introductory seminar;in-person seminar;internet health resource;introductory seminar;ips group;ips patient;marital status;new rule;office visit;online seminar;online version;orientation group;os group;patient outreach;patient population;percentage of caucasians;percentage of patient;primary endpoint;progression to surgery;retrospective chart review;secondary outcome;significant impact;significant impact of type of orientation;social distancing;supplementary material;type of orientation;urgent need;utilization of internet health resource;utilization of the internet
32878481	ambiguous role of child;role of child
33439908	acute renal injury;analysis of a large us cohort;area introduction sex;biological process;care provider;chain reaction;cross-sectional analysis;diverse us metropolitan area introduction sex;electronic medical record;electronic medical records;healthcare provider;hospital course;hospital mortality;hospital outcome;hypoxic respiratory failure;important factor;in-hospital mortality;in-hospital outcome;independent of age;insurance type;introduction sex;large us cohort;length of stay;male sex;marital status;mechanical ventilation;median income;medical record;medical records;metropolitan area introduction sex;nasopharyngeal swab;nasopharyngeal swab specimen;poor in-hospital outcome;renal injury;respiratory failure;sex difference;swab specimen;understanding of the biological process;us cohort;us metropolitan area introduction sex;us population;virus disease
