32007643	basic reproduction number;betacoronavirus;china;coronavirus infections;covid-19;epidemics;humans;middle east respiratory syndrome coronavirus;pandemics;pneumonia, viral;sars-cov-2;severe acute respiratory syndrome-related coronavirus;world health organization
32050635	betacoronavirus;china;coronavirus;coronavirus infections;covid-19;disease outbreaks;female;humans;infant, newborn;infectious disease transmission, vertical;maternal exposure;placenta;pneumonia, viral;pregnancy;pregnancy complications, infectious;pregnancy outcome;sars-cov-2;severe acute respiratory syndrome;viral vaccines
32068012	betacoronavirus;china;coronavirus infections;covid-19;disease outbreaks;emergency medical services;humans;pandemics;pneumonia, viral;sars-cov-2
32088847	betacoronavirus;clinical laboratory techniques;coronavirus infections;cough;covid-19;covid-19 testing;female;fever;fluorodeoxyglucose f18;humans;male;middle aged;pandemics;pneumonia, viral;positron emission tomography computed tomography;sars-cov-2
32096566	base sequence;bayes theorem;betacoronavirus;coronavirus infections;covid-19;epidemiological monitoring;evolution, molecular;genome, viral;humans;information dissemination;models, statistical;open reading frames;pandemics;phylogeny;pneumonia, viral;rna, viral;sars-cov-2;sequence alignment;sequence homology, nucleic acid
32100024	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;patient isolation;pneumonia, viral;sars-cov-2;singapore
32132521	adult;anxiety;betacoronavirus;china;coronavirus infections;covid-19;cross-sectional studies;female;humans;male;medical staff;pneumonia, viral;sars-cov-2;self efficacy;sleep;social support;stress, psychological;surveys and questionnaires
32145217	betacoronavirus;community-acquired infections;coronavirus infections;covid-19;diarrhea;feces;humans;pandemics;pneumonia, viral;public health;sars-cov-2
32179701	bayes theorem;betacoronavirus;china;coronavirus infections;covid-19;epidemiological monitoring;humans;missed diagnosis;models, theoretical;pandemics;pneumonia, viral;prevalence;sars-cov-2;travel
32200654	adolescent;adult;aged;betacoronavirus;child;child, preschool;coronavirus infections;covid-19;female;humans;kinetics;male;middle aged;pandemics;pneumonia, viral;sars-cov-2;time factors;viral load;young adult
32222253	betacoronavirus;coronavirus infections;covid-19;italy;pandemics;pneumonia, viral;sars-cov-2
32234343	basic reproduction number;betacoronavirus;coronavirus infections;covid-19;disease outbreaks;france;germany;humans;italy;pandemics;pneumonia, viral;sars-cov-2;spain
32239515	coronavirus infections;covid-19;feces;humans;pandemics;sars-cov-2
32240633	betacoronavirus;coronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2;severe acute respiratory syndrome-related coronavirus
32245835	betacoronavirus;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 testing;covid-19 vaccines;humans;pandemics;pneumonia, viral;polymerase chain reaction;sars-cov-2
32246972	betacoronavirus;coronavirus infections;covid-19;disinfection;equipment contamination;humans;pandemics;pneumonia, viral;respiratory protective devices;sars-cov-2;ultraviolet rays
32252855	aerosols;betacoronavirus;china;coronavirus infections;covid-19;feces;humans;pandemics;pneumonia, viral;rural population;sars-cov-2
32253318	antibodies, neutralizing;antibodies, viral;betacoronavirus;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 serotherapy;covid-19 testing;female;humans;immunization, passive;male;middle aged;pandemics;pneumonia, viral;rna, viral;sars-cov-2;viral load
32266753	betacoronavirus;coronavirus;coronavirus infections;covid-19;female;humans;pandemics;pneumonia, viral;pregnancy;sars-cov-2;severe acute respiratory syndrome-related coronavirus
32268212	aged, 80 and over;antigens, cd;antigens, differentiation, myelomonocytic;antiphospholipid syndrome;betacoronavirus;biomarkers;cd163 antigen;cd28 antigens;coronavirus infections;covid-19;covid-19 serotherapy;covid-19 vaccines;ferritins;humans;immunization, passive;immunoglobulins, intravenous;interleukin-1;interleukin-6;macrophage activation syndrome;pandemics;pneumonia, viral;receptors, cell surface;respiratory insufficiency;sars-cov-2;shock, septic;viral vaccines
32275855	amino acid sequence;angiotensin-converting enzyme 2;betacoronavirus;epitopes;humans;models, molecular;peptidyl-dipeptidase a;phylogeny;protein domains;sars-cov-2;sequence alignment;severe acute respiratory syndrome-related coronavirus;spike glycoprotein, coronavirus;virus internalization
32278619	betacoronavirus;coronavirus infections;covid-19;female;humans;infant, newborn;pandemics;pneumonia, viral;pregnancy;pregnancy complications, infectious;sars-cov-2
32282344	adult;advisory committees;betacoronavirus;burnout, professional;coronavirus infections;covid-19;female;health personnel;humans;male;mental health;middle aged;new york city;occupational health;pandemics;pneumonia, viral;psychological distress;sars-cov-2;young adult
32285949	adult;covid-19;hiv infections;humans;male;pandemics;pneumonia, viral;sars-cov-2;tomography;young adult
32291501	betacoronavirus;child;china;coronavirus infections;covid-19;disease progression;humans;pandemics;pneumonia, viral;sars-cov-2;tomography, x-ray computed
32294078	adolescent;adult;anxiety;betacoronavirus;coronavirus infections;covid-19;disease outbreaks;emotions;female;humans;male;middle aged;pandemics;pneumonia, viral;sars-cov-2;sleep;stress, psychological;young adult
32294667	basic reproduction number;betacoronavirus;brazil;contact tracing;coronavirus infections;covid-19;feasibility studies;humans;models, statistical;pandemics;pneumonia, viral;quarantine;sars-cov-2
32298273	angiotensin-converting enzyme 2;animals;coronavirus infections;covid-19;humans;maternal-fetal relations;mice;pandemics;peptidyl-dipeptidase a;pneumonia, viral;severe acute respiratory syndrome-related coronavirus;single-cell analysis;transcriptome
32301809	betacoronavirus;coronavirus infections;covid-19;cross infection;equipment design;equipment safety;humans;infection control;infectious disease transmission, patient-to-professional;laparoscopy;operating rooms;pandemics;pneumonia, viral;sars-cov-2;smoke;surgical equipment;ventilation
32304928	adult;betacoronavirus;community psychiatry;coronavirus;coronavirus infections;covid-19;female;humans;ill-housed persons;mental disorders;mental health;middle aged;pandemics;pneumonia, viral;sars-cov-2;social isolation;stress, psychological
32311499	betacoronavirus;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 testing;female;humans;image-guided biopsy;incidence;lung neoplasms;middle aged;pandemics;pneumonia, viral;prognosis;radiosurgery;sars-cov-2;tomography, x-ray computed
32311790	adult;age factors;aged;aged, 80 and over;betacoronavirus;blood pressure;cerebrovascular disorders;china;comorbidity;coronavirus;coronavirus infections;covid-19;critical illness;early warning score;emergency medicine;female;glasgow coma scale;hospital mortality;humans;lung diseases;male;middle aged;oxygen;pandemics;pneumonia, viral;prognosis;respiratory rate;retrospective studies;risk assessment;roc curve;sars-cov-2;sensitivity and specificity
32315756	asymptomatic diseases;betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32319129	academies and institutes;adolescent;betacoronavirus;child;child, preschool;coronavirus infections;covid-19;europe;humans;hypersensitivity;immunologic deficiency syndromes;infant;pandemics;pediatrics;pneumonia, viral;practice guidelines as topic;sars-cov-2
32321654	betacoronavirus;coronavirus;coronavirus infections;covid-19;heart diseases;humans;pandemics;pneumonia, viral;sars-cov-2
32322046	aged;aged, 80 and over;anthropometry;betacoronavirus;china;coronavirus infections;covid-19;cross-sectional studies;female;geriatric assessment;humans;inpatients;male;malnutrition;middle aged;nutrition assessment;nutritional status;pandemics;pneumonia, viral;prevalence;risk factors;sars-cov-2
32327321	aged;betacoronavirus;coronavirus infections;covid-19;geriatric assessment;health services for the aged;humans;medical oncology;pandemics;pneumonia, viral;sars-cov-2;telemedicine
32330531	adult;aged;betacoronavirus;coronavirus infections;covid-19;critical pathways;female;hospitalization;humans;male;middle aged;pandemics;pneumonia, viral;referral and consultation;risk assessment;sars-cov-2;telemedicine;triage;urology
32333026	arrhythmias, cardiac;betacoronavirus;coronavirus infections;covid-19;death, sudden, cardiac;humans;pandemics;pneumonia, viral;sars-cov-2
32338809	betacoronavirus;communicable disease control;coronavirus infections;covid-19;delivery of health care;female;head and neck neoplasms;humans;male;outcome assessment, health care;palliative care;pandemics;patient safety;patient selection;pneumonia, viral;risk assessment;sars-cov-2;telemedicine;time factors
32339218	china;covid-19;health personnel;hospitals;humans;retrospective studies;risk factors;sars-cov-2;sleep
32343408	adolescent;adult;bacterial infections;betacoronavirus;case-control studies;child, preschool;cohort studies;cooking;coronavirus infections;covid-19;diarrhea;feces;female;fires;hand;hand hygiene;humans;male;pandemics;particulate matter;pneumonia, viral;randomized controlled trials as topic;reproductive tract infections;sars-cov-2;self report;soaps;virus diseases
32343658	antiviral agents;betacoronavirus;clinical trials as topic;coronavirus infections;covid-19;drug development;humans;pandemics;pneumonia, viral;sars-cov-2
32343996	betacoronavirus;china;coronavirus;coronavirus infections;covid-19;humans;male;pandemics;pneumonia, viral;sars-cov-2;testis
32352535	angiotensin-converting enzyme inhibitors;betacoronavirus;coronavirus infections;covid-19;humans;myocarditis;pandemics;pneumonia, viral;renin-angiotensin system;risk assessment;sars-cov-2
32353545	adult;betacoronavirus;coronavirus infections;covid-19;diarrhea;feces;female;humans;pandemics;patient readmission;pneumonia, viral;sars-cov-2
32354565	age distribution;covid-19;covid-19 testing;geography, medical;global health;gross domestic product;health expenditures;hospital bed capacity;humans;internationality;mortality;pandemics;physicians;population density;sars-cov-2;spain
32354772	antirheumatic agents;betacoronavirus;coronavirus infections;covid-19;covid-19 drug treatment;etanercept;humans;male;middle aged;pandemics;pneumonia, viral;sars-cov-2;spondylarthritis;treatment outcome;tumor necrosis factor inhibitors
32357378	coronavirus infections;covid-19;elective surgical procedures;female;head and neck neoplasms;hospitals, urban;humans;infection control;male;occupational health;otolaryngology;pandemics;patient safety;patient selection;pneumonia, viral;risk assessment;triage;united states
32358675	adult;child;coronavirus infections;covid-19;hospitals;humans;michigan;pandemics;pneumonia, viral;radiology
32358765	anesthesia, conduction;betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32360210	adult;aged;aged, 80 and over;betacoronavirus;blood glucose;coronavirus infections;covid-19;diabetes mellitus, type 2;fasting;female;humans;male;middle aged;pandemics;pneumonia, viral;proportional hazards models;sars-cov-2
32360231	antiviral agents;betacoronavirus;biopolymers;coronavirus infections;covid-19;humans;indoles;pandemics;pneumonia, viral;sars-cov-2;spike glycoprotein, coronavirus
32361284	chronic pain;coronavirus infections;covid-19;humans;pain management;pandemics;pneumonia, viral;quarantine
32363809	adult;betacoronavirus;clinical laboratory techniques;cohort studies;coronavirus infections;covid-19;covid-19 testing;female;fever;humans;male;middle aged;models, theoretical;pandemics;pneumonia, viral;roc curve;sars-cov-2;smell;taste
32367484	betacoronavirus;coronavirus infections;covid-19;disease outbreaks;health behavior;humans;pandemics;pneumonia, viral;reproductive health;sars-cov-2;sexual behavior;sexual health
32376057	anesthesiology;carbon dioxide;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;respiration, artificial;ventilators, mechanical
32376401	betacoronavirus;coronavirus infections;covid-19;humans;infections;killer cells, natural;pandemics;pneumonia, viral;sars-cov-2
32379015	covid-19;disaster planning;humans;pandemics;quarantine
32381073	adult;betacoronavirus;clinical laboratory techniques;coronavirus;coronavirus infections;covid-19;covid-19 testing;family characteristics;feces;fever;humans;infant;lung;lymphocyte count;male;nasopharynx;pandemics;pneumonia, viral;polymerase chain reaction;sars-cov-2;severe acute respiratory syndrome;tomography, x-ray computed
32381441	arthroplasty, replacement, hip;arthroplasty, replacement, knee;betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;registries;sars-cov-2;united states
32382746	adult;aged;aged, 80 and over;betacoronavirus;clinical laboratory techniques;coronavirus infections;cough;covid-19;covid-19 testing;female;fever;humans;japan;lung;male;middle aged;pandemics;pharynx;pneumonia, viral;polymerase chain reaction;sars-cov-2;tomography, x-ray computed
32385648	adult;aged;betacoronavirus;cohort studies;coronavirus infections;covid-19;disease progression;female;humans;male;middle aged;pandemics;pneumonia, viral;prognosis;retrospective studies;roc curve;sars-cov-2;tomography, x-ray computed
32386843	aged, 80 and over;betacoronavirus;coronavirus infections;covid-19;humans;italy;pandemics;pneumonia, viral;quarantine;sars-cov-2;sedentary behavior;social isolation;spain
32387409	adolescent;adult;aged;aged, 80 and over;antiviral agents;azithromycin;betacoronavirus;coronavirus infections;covid-19;covid-19 drug treatment;drug therapy, combination;female;follow-up studies;france;humans;hydroxychloroquine;male;middle aged;pandemics;pneumonia, viral;polymerase chain reaction;retrospective studies;sars-cov-2;time factors;treatment outcome;viral load;young adult
32387494	covid-19;endoscopy;health personnel;humans;italy;pandemics;sars-cov-2;severe acute respiratory syndrome
32389999	adaptation, psychological;adult;anxiety;china;coronavirus infections;counseling;covid-19;depression;dyssomnias;exercise therapy;health personnel;humans;mental health;middle aged;pandemics;pneumonia, viral;sleep;sleep latency;stress disorders, post-traumatic;stress, psychological
32396251	betacoronavirus;comorbidity;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;prognosis;sars-cov-2;skin diseases
32404126	adolescent;anxiety;betacoronavirus;coronavirus infections;covid-19;female;humans;male;pandemics;pneumonia, viral;psychotherapy, brief;randomized controlled trials as topic;sars-cov-2;telemedicine
32405517	attention deficit disorder with hyperactivity;betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32406952	adult;age factors;aged;china;comorbidity;covid-19;electronic health records;female;hospitalization;humans;hypoalbuminemia;liver diseases;male;middle aged;multivariate analysis;retrospective studies;risk factors
32407564	ageusia;anosmia;chills;covid-19;dizziness;family;female;histamine antagonists;humans;mexico;middle aged;urticaria;young adult
32417594	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;risk management;sars-cov-2
32418675	betacoronavirus;coronavirus infections;covid-19;humans;infection control;pandemics;pneumonia, viral;practice guidelines as topic;sars-cov-2;skin neoplasms;united kingdom
32420955	adolescent;betacoronavirus;child;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 testing;female;humans;italy;male;pandemics;pneumonia, viral;sars-cov-2
32421878	bandages;covid-19;facial injuries;female;humans;hydrogels;male;masks;pandemics;sars-cov-2;skin
32425288	aged;body mass index;comorbidity;covid-19;cross-sectional studies;diabetes mellitus, type 2;female;hospitalization;humans;hypertension;intensive care units;male;middle aged;pandemics;respiration, artificial;reverse transcriptase polymerase chain reaction;sars-cov-2
32429681	awareness;betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;public health;sars-cov-2;social media
32436576	covid-19;health personnel;humans;implementation science;pandemics;sars-cov-2
32437831	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32442894	coronavirus infections;covid-19;humans;interdisciplinary communication;interdisciplinary research;mental disorders;pandemics;pneumonia, viral;psychiatry
32446801	blood glucose;coronavirus infections;covid-19;diabetes mellitus;humans;pandemics;pneumonia, viral;severe acute respiratory syndrome-related coronavirus
32449224	adult;age factors;aged;antiviral agents;biomarkers;china;comorbidity;coronavirus infections;covid-19;female;glucocorticoids;humans;immunologic factors;lymphocyte count;male;medicine, chinese traditional;middle aged;pandemics;pneumonia, viral;prognosis;retrospective studies;risk factors;treatment outcome
32450108	betacoronavirus;coronavirus infections;cost of illness;covid-19;empathy;humans;pandemics;pneumonia, viral;sars-cov-2
32451343	covid-19;decision making;humans;physicians;sars-cov-2;ventilators, mechanical;withholding treatment
32454066	angiotensin-converting enzyme 2;covid-19;databases, genetic;gene expression regulation;humans;keratinocytes;receptors, virus;risk;sars-cov-2;skin;tissue distribution
32458459	age factors;aged;biomarkers;covid-19;critical illness;cross-sectional studies;female;hospital mortality;humans;leukocyte count;lymphocytes;male;middle aged;multivariate analysis;neutrophils;odds ratio;prognosis;retrospective studies;roc curve;sex factors
32463093	antibodies, viral;betacoronavirus;certification;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2;serologic tests;travel
32463534	aged;betacoronavirus;comorbidity;coronavirus infections;covid-19;disease management;female;heart failure;hospitals, university;humans;italy;male;pandemics;pneumonia, viral;sars-cov-2;telemedicine;tertiary care centers
32474574	centers for disease control and prevention, u.s.;covid-19;disease outbreaks;emigrants and immigrants;humans;sars-cov-2;united states
32476155	betacoronavirus;coronavirus infections;covid-19;female;gynecologic surgical procedures;humans;infection control;infectious disease transmission, patient-to-professional;laparoscopy;ovarian neoplasms;pandemics;pneumonia, viral;sars-cov-2;surgical oncology
32476260	biopsy, fine-needle;covid-19;humans;sars-cov-2;thyroid nodule
32476305	adolescent;adult;aged;aged, 80 and over;betacoronavirus;child;child, preschool;coronavirus infections;cost of illness;covid-19;disability evaluation;female;humans;infant;infant, newborn;male;middle aged;pandemics;pneumonia, viral;quality-adjusted life years;republic of korea;sars-cov-2;time factors;young adult
32480420	antiviral agents;betacoronavirus;coronavirus infections;covid-19;health services accessibility;humans;immunoglobulin light-chain amyloidosis;immunologic factors;pandemics;pneumonia, viral;sars-cov-2
32484943	betacoronavirus;coronavirus infections;covid-19;humans;infectious disease transmission, patient-to-professional;otolaryngologists;otorhinolaryngologic surgical procedures;pandemics;personal protective equipment;pneumonia, viral;sars-cov-2;united kingdom
32493494	adolescent;adult;aged;antiviral agents;betacoronavirus;chemoprevention;coronavirus infections;covid-19;double-blind method;female;humans;hydroxychloroquine;infectious disease transmission, patient-to-professional;male;middle aged;occupational exposure;occupational health;pandemics;pneumonia, viral;randomized controlled trials as topic;risk assessment;risk factors;sars-cov-2;spain;time factors;treatment outcome;young adult
32495372	adult;betacoronavirus;complement activation;complement inactivating agents;coronavirus infections;covid-19;female;hemoglobinuria, paroxysmal;hemolysis;humans;inflammation;male;middle aged;pandemics;pneumonia, viral;sars-cov-2
32495819	betacoronavirus;coronavirus infections;covid-19;humans;internationality;pandemics;plastic surgery procedures;pneumonia, viral;sars-cov-2;surgery, plastic;sweden
32495830	academic medical centers;betacoronavirus;california;computers, handheld;coronavirus infections;covid-19;hospitals, county;hospitals, pediatric;humans;infectious disease transmission, patient-to-professional;inpatients;pandemics;pneumonia, viral;safety-net providers;sars-cov-2;teaching rounds;telemedicine
32500431	aged;coronavirus infections;covid-19;female;humans;italy;kidney transplantation;liver transplantation;male;middle aged;neoplasms;pandemics;pneumonia, viral;surgical procedures, operative;tertiary care centers;time factors
32500589	adolescent;anticoagulants;betacoronavirus;biomarkers;coronavirus infections;covid-19;fibrin fibrinogen degradation products;heparin;humans;male;middle aged;pandemics;pneumonia, viral;sars-cov-2;thrombophlebitis
32502119	betacoronavirus;coronavirus infections;covid-19;hospitals;humans;pandemics;pneumonia, viral;sars-cov-2;surveys and questionnaires;taiwan;visitors to patients
32502597	betacoronavirus;coronavirus infections;correspondence as topic;covid-19;humans;narration;new york city;pandemics;physicians;pneumonia, viral;sars-cov-2
32503857	adult;aged;aged, 80 and over;antibodies, monoclonal, humanized;antirheumatic agents;arthritis, rheumatoid;betacoronavirus;coronavirus infections;covid-19;female;glucocorticoids;hospitalization;humans;hydroxychloroquine;intensive care units;interleukin 1 receptor antagonist protein;janus kinase inhibitors;male;methotrexate;middle aged;pandemics;pneumonia, viral;rheumatic diseases;rituximab;sars-cov-2;spain;spondylarthropathies;tumor necrosis factor inhibitors
32511752	acute kidney injury;ambulatory care facilities;betacoronavirus;brazil;continuous renal replacement therapy;coronavirus infections;covid-19;humans;kidney failure, chronic;nephrology;pandemics;peritoneal dialysis;personal protective equipment;pneumonia, viral;renal dialysis;sars-cov-2;time factors
32511859	betacoronavirus;bipolar disorder;communicable disease control;coronavirus infections;covid-19;delivery of health care;humans;mental health;mental health services;organizational innovation;pandemics;pneumonia, viral;sars-cov-2;social isolation;social stigma
32512187	coronavirus infections;covid-19;decision making;decision support techniques;emergencies;emergency medical services;humans;pandemics;pneumonia, viral
32516844	china;covid-19;heart injuries;hospitals;humans;laboratories;sars-cov-2
32517888	betacoronavirus;coronavirus infections;covid-19;female;humans;intracranial thrombosis;middle aged;myocardial infarction;pandemics;pneumonia, viral;sars-cov-2;stroke;tomography, x-ray computed
